feature_id,module_id,label,gender,help_tip,is_required,is_range_bar,field,config_type,place_type,order_no,allow_custom,status,created_at,updated_at
289,129,"{""en"": ""Specialty on"", ""es"": ""Especialidad en""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-15 18:45:14.0,2018-09-27 20:41:19.0
290,130,"{""en"": ""Specialty on"", ""es"": ""Especialidad en""}",0,"{""en"": ""Select the design types in which you specialize."", ""es"": ""Seleccione los tipos de diseño en los que se especializa.""}",0,0,3,0,0,0,0,0,2018-06-15 18:49:00.0,2018-09-27 20:46:17.0
291,131,"{""en"": ""Experience in"", ""es"": ""Experiencia en""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-15 18:56:23.0,2018-06-26 15:07:30.0
292,131,"{""en"": ""Equipments Used"", ""es"": ""Equipos Utilizados""}",0,"{""en"": ""Mention any special cooking equipment you dominate and tend tu use. "", ""es"": ""Mencione cualquier equipo especial de cocina que sabe usar.""}",0,0,10,0,0,0,1,0,2018-06-15 18:58:27.0,2018-09-28 15:01:22.0
293,131,"{""en"": ""Equipments Owned"", ""es"": ""Equipos que Posee""}",0,"{""en"": ""Mention any special cooking equipment you own."", ""es"": ""Mencione cualquier equipo especial de cocina que posee.""}",0,0,10,0,0,0,1,0,2018-06-15 19:00:08.0,2018-09-28 15:01:10.0
294,132,"{""en"": ""Work Style"", ""es"": ""Forma de Trabajo""}",0,"{""en"": ""Choose the work style where you have the most experience. "", ""es"": ""Seleccione la forma de trabajo en la que tiene más experiencia. ""}",0,0,4,0,0,0,0,0,2018-06-15 19:06:08.0,2018-06-15 19:12:13.0
295,132,"{""en"": ""Type of Food"", ""es"": ""Tipo de Comida""}",0,"{""en"": ""Mention the type or types of food you specialize in. "", ""es"": ""Mencione el tipo o tipos de comida en el que se especializa.""}",0,0,10,0,0,0,1,0,2018-06-15 19:07:56.0,2018-06-15 19:11:16.0
296,132,"{""en"": ""Type of Cooking"", ""es"": ""Tipo de Cocina""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-15 19:08:49.0,2018-06-15 19:09:31.0
297,133,"{""en"": ""Specialty"", ""es"": ""Especialidad""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-15 19:18:21.0,2018-06-15 19:18:48.0
298,134,"{""en"": ""Types of Desserts"", ""es"": ""Tipos de Postres""}",0,"{""en"": ""Choose the types of desserts you specialize in. "", ""es"": ""Seleccione los tipos de postres en los que se especializa. ""}",0,0,3,0,0,0,0,0,2018-06-15 19:28:02.0,2018-06-26 14:58:39.0
299,135,"{""en"": ""Types of Breads"", ""es"": ""Tipos de Pan""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-15 19:37:44.0,2018-06-26 14:57:12.0
300,136,"{""en"": ""Experience in"", ""es"": ""Experiencia en""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-15 19:41:53.0,2018-06-15 19:42:43.0
301,137,"{""en"": ""Specialty on"", ""es"": ""Especialidad en""}",0,"{""en"": ""Select the type of beer in which you specialize."", ""es"": ""Seleccione los tipos de cerveza en los que se especializa. ""}",0,0,10,0,0,0,1,0,2018-06-15 19:45:02.0,2018-09-28 15:24:10.0
302,138,"{""en"": ""Subject(s) you Teach"", ""es"": ""Materia(s) que Imparte""}",0,"{""en"": ""Mention the subjects you dominate and have taught. "", ""es"": ""Mencione las materias que domina y ha enseñado. ""}",0,0,10,0,0,0,1,0,2018-06-15 19:49:08.0,2018-09-28 15:28:13.0
303,138,"{""en"": ""Grade(s) or Career(s)"", ""es"": ""Curso(s) o Carrera(s)""}",0,"{""en"": ""Mention the grades or careers you have taught to. "", ""es"": ""Mencione los cursos o carreras a los que les ha enseñado. ""}",0,0,5,0,0,0,0,0,2018-06-15 19:51:52.0,2018-06-15 19:52:27.0
304,139,"{""en"": ""Level"", ""es"": ""Nivel""}",0,"{""en"": ""Select the level of study in which you are."", ""es"": ""Seleccione el nivel de estudio en el que estás.""}",0,0,2,0,0,0,0,0,2018-06-15 19:54:09.0,2018-09-28 15:43:05.0
305,139,"{""en"": ""Career or Grade"", ""es"": ""Carrera o Curso""}",0,"{""en"": ""Mention the career or grade you're in. "", ""es"": ""Mencione la carrera que estudia o el curso escolar en el que se encuentra. ""}",0,0,10,0,0,0,1,0,2018-06-15 19:56:42.0,2018-06-15 19:58:51.0
306,140,"{""en"": ""Type"", ""es"": ""Tipo""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-18 01:42:31.0,2018-06-18 01:44:17.0
307,140,"{""en"": ""Website(s) Developed"", ""es"": ""Página(s) Web Desarrolladas""}",0,"{""en"": ""Mention the websites you have created. "", ""es"": ""Mencione las páginas web que ha desarrollado. ""}",0,0,5,0,0,0,0,0,2018-06-18 01:43:04.0,2018-06-18 01:44:51.0
308,141,"{""en"": ""Type"", ""es"": ""Tipo""}",0,"{""en"": ""Choose the softwares you develop apps for. "", ""es"": ""Seleccione los softwares para los cuales desarrolla aplicaciones.""}",0,0,3,0,0,0,0,0,2018-06-18 03:24:01.0,2018-06-26 14:37:14.0
309,141,"{""en"": ""App(s) Developed"", ""es"": ""Aplicaciones Desarrolladas""}",0,"{""en"": ""Mention the apps you have created."", ""es"": ""Mencione las aplicaciones que ha creado. ""}",0,0,5,0,0,0,0,0,2018-06-18 03:24:37.0,2018-06-18 03:24:37.0
310,142,"{""en"": ""Game Category"", ""es"": ""Categoría de Juego""}",0,"{""en"": ""Mention the game categories you specialize in. "", ""es"": ""Mencione las categorías de juego en las que se especializa.""}",0,0,10,0,0,0,1,0,2018-06-18 03:27:46.0,2018-06-26 14:35:24.0
311,142,"{""en"": ""Platform or Console"", ""es"": ""Plataforma o Consola""}",0,"{""en"": ""Mention the platforms or consoles you make games for. "", ""es"": ""Mencione las plataformas o consolas para las cuales desarrolla juegos.""}",0,0,10,0,0,0,1,0,2018-06-18 03:30:50.0,2018-06-18 03:31:39.0
312,142,"{""en"": ""Game(s) Developed"", ""es"": ""Juego(s) Desarrollado(s)""}",0,"{""en"": ""Mention the games you have created."", ""es"": ""Mencione los juegos que ha creado. ""}",0,0,5,0,0,0,0,0,2018-06-18 03:32:19.0,2018-06-18 03:32:19.0
313,143,"{""en"": ""Type"", ""es"": ""Tipo""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-18 03:41:53.0,2018-06-18 03:43:20.0
314,143,"{""en"": ""Specialty"", ""es"": ""Especialidad""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-18 03:42:22.0,2018-06-18 03:43:12.0
315,144,"{""en"": ""Specialties"", ""es"": ""Especialidades""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-18 03:45:21.0,2018-06-18 03:45:58.0
316,145,"{""en"": ""Specialties"", ""es"": ""Especialidades""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-18 03:48:11.0,2018-06-18 03:50:03.0
317,145,"{""en"": ""Type"", ""es"": ""Tipo""}",0,"{""en"": """", ""es"": """"}",0,0,4,0,0,0,0,0,2018-06-18 03:48:40.0,2018-06-18 03:50:29.0
318,146,"{""en"": ""Type"", ""es"": ""Tipo""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-18 03:51:49.0,2018-06-18 03:52:07.0
319,147,"{""en"": ""Type of Sale"", ""es"": ""Tipo de Venta""}",0,"{""en"": """", ""es"": """"}",0,0,4,0,0,0,0,0,2018-06-18 03:53:28.0,2018-06-18 03:55:01.0
320,147,"{""en"": ""Method Used"", ""es"": ""Método Utilizado""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-18 03:54:40.0,2018-06-18 03:55:37.0
321,148,"{""en"": ""Specialties"", ""es"": ""Especialidades""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-18 04:29:22.0,2018-06-18 04:30:00.0
322,149,"{""en"": ""Jumps"", ""es"": ""Saltos""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,2,0,0,2018-06-18 04:31:22.0,2018-09-25 15:59:01.0
323,150,"{""en"": ""Specialty on"", ""es"": ""Especialidad en""}",0,"{""en"": ""Choose the type of pegeant you specialize in. "", ""es"": ""Seleccione el o los tipos de desfiles en los que se especializa.""}",0,0,3,0,0,0,0,0,2018-06-18 17:08:52.0,2018-09-28 16:38:14.0
324,150,"{""en"": ""Courses and Workshops"", ""es"": ""Cursos y Talleres de""}",0,"{""en"": ""Select the courses or workshops you offer."", ""es"": ""Seleccione los cursos o talleres que ofrece.""}",0,0,3,0,0,0,0,0,2018-06-18 17:11:57.0,2018-09-28 16:43:23.0
325,151,"{""en"": ""Sponsors and Allies"", ""es"": ""Patrocinadores y Aliados""}",0,"{""en"": ""Mention the sponsors and allies of your pageants."", ""es"": ""Mencione los patrocinadores y aliados de sus desfiles.""}",0,0,5,0,0,2,0,0,2018-06-18 17:15:31.0,2018-09-28 16:48:28.0
326,151,"{""en"": ""Other Pageants"", ""es"": ""Desfiles Externos""}",0,"{""en"": ""Mention any pageants, outside of yours, in which you have participated. "", ""es"": ""Mencione los desfiles y concursos, fuera del suyo, en los que ha participado.""}",0,0,5,0,0,3,0,0,2018-06-18 17:16:52.0,2018-09-28 16:48:28.0
327,152,"{""en"": ""Category of Cosmetics"", ""es"": ""Categoría de Cosméticos""}",0,"{""en"": ""Choose the category of cosmetics you manufacture. "", ""es"": ""Seleccione la categoría de los cosméticos que fabrica. ""}",0,0,3,0,0,0,0,0,2018-06-18 17:45:38.0,2018-09-28 17:02:30.0
328,153,"{""en"": ""Category of Cosmetics"", ""es"": ""Categoría de Cosméticos""}",0,"{""en"": ""Choose the categories of cosmetics you sell. "", ""es"": ""Seleccione las categorias de cosméticos que vende. ""}",0,0,3,0,0,0,0,0,2018-06-18 17:47:15.0,2018-09-28 17:12:59.0
329,153,"{""en"": ""Type of Sale"", ""es"": ""Tipo de Venta""}",0,"{""en"": """", ""es"": """"}",0,0,4,0,0,0,0,0,2018-06-18 17:48:34.0,2018-06-18 17:49:10.0
330,153,"{""en"": ""Sales Channel(s)"", ""es"": ""Canal(es) de Venta""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-18 17:51:05.0,2018-09-28 18:08:19.0
331,154,"{""en"": ""Type of Clothing"", ""es"": ""Tipo de Ropa""}",0,"{""en"": ""Choose the types of clothing you offer. "", ""es"": ""Seleccione los tipos de vestuario que ofrece. ""}",0,0,3,0,0,2,0,0,2018-06-18 18:00:23.0,2018-09-28 18:04:25.0
332,154,"{""en"": ""Type of Sale"", ""es"": ""Tipo de Venta""}",0,"{""en"": """", ""es"": """"}",0,0,4,0,0,5,0,0,2018-06-18 18:00:47.0,2018-09-28 18:15:02.0
333,155,"{""en"": ""Specialties"", ""es"": ""Especialidad con""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-18 18:03:57.0,2018-10-09 16:53:20.0
334,155,"{""en"": ""Experience in"", ""es"": ""Experiencia en""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-18 18:05:06.0,2018-10-09 16:51:20.0
335,156,"{""en"": ""Specialty on"", ""es"": ""Especialidad en""}",0,"{""en"": ""Choose the accessories you offer. "", ""es"": ""Seleccione los accesorios que ofrece.""}",0,0,3,0,0,2,0,0,2018-06-18 18:13:44.0,2018-10-08 18:21:44.0
336,156,"{""en"": ""Type of Sale"", ""es"": ""Tipo de Venta""}",0,"{""en"": """", ""es"": """"}",0,0,4,0,0,4,0,0,2018-06-18 18:14:11.0,2018-09-28 18:52:07.0
338,157,"{""en"": ""Accessories"", ""es"": ""Accesorios""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,2,0,0,2018-06-18 18:22:02.0,2018-09-28 19:19:45.0
339,157,"{""en"": ""Type of Sale"", ""es"": ""Tipo de Venta""}",0,"{""en"": """", ""es"": """"}",0,0,4,0,0,5,0,0,2018-06-18 18:22:02.0,2018-09-28 19:19:45.0
341,157,"{""en"": ""Clothing"", ""es"": ""Vestuario""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,3,0,0,2018-06-18 18:29:47.0,2018-09-28 19:19:45.0
342,158,"{""en"": ""Specialty on"", ""es"": ""Especialidad en""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,1,0,0,2018-06-18 18:37:58.0,2018-09-28 19:01:11.0
343,159,"{""en"": ""Accessories"", ""es"": ""Accesorios""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,2,0,0,2018-06-18 18:43:05.0,2018-09-28 19:18:45.0
346,159,"{""en"": ""Clothing"", ""es"": ""Vestuario""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,3,0,0,2018-06-18 18:43:06.0,2018-09-28 19:18:45.0
348,160,"{""en"": ""Postproduction"", ""es"": ""Post-producción""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,2,0,0,2018-06-18 18:44:13.0,2018-10-09 16:25:04.0
351,161,"{""en"": ""Specialty on"", ""es"": ""Especialidad en""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-18 18:50:52.0,2018-09-28 19:35:13.0
352,161,"{""en"": ""Type of Client"", ""es"": ""Tipo de Cliente""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-18 18:51:16.0,2018-06-18 18:53:24.0
353,161,"{""en"": ""Distinguished Models"", ""es"": ""Modelos Destacados""}",0,"{""en"": ""Mention the distinguished models you have represented or managed. "", ""es"": ""Mencione los modelos destacados con los que ha trabajado. ""}",0,0,5,0,0,0,0,0,2018-06-18 18:52:21.0,2018-06-18 18:53:45.0
356,163,"{""en"": ""Analog Recording"", ""es"": ""Grabación Analógica""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-18 19:05:01.0,2018-06-18 19:09:42.0
357,163,"{""en"": ""Digital Recording"", ""es"": ""Grabación Digital""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-18 19:06:51.0,2018-06-18 19:10:22.0
358,162,"{""en"": ""Artist Collaborations"", ""es"": ""Colaboración con Artistas""}",0,"{""en"": """", ""es"": """"}",0,0,5,0,0,2,0,0,2018-06-18 19:11:32.0,2018-10-08 19:24:30.0
359,162,"{""en"": ""Programs Used "", ""es"": ""Programas Utilizados""}",0,"{""en"": ""Mention the programs and softwares you know how to use."", ""es"": ""Mencione los programas y softwares que domina.""}",0,0,10,0,0,1,1,0,2018-06-18 19:12:56.0,2018-10-08 19:24:30.0
360,164,"{""en"": ""Specialty on"", ""es"": ""Especialidad en""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-18 19:13:45.0,2018-09-28 19:36:15.0
361,164,"{""en"": ""Courses & Workshops of"", ""es"": ""Cursos y Talleres de""}",0,"{""en"": ""Select the courses and workshops you offer."", ""es"": ""Seleccione los cursos o talleres que ofrece.""}",0,0,3,0,0,0,0,0,2018-06-18 19:13:45.0,2018-09-28 19:39:56.0
362,165,"{""en"": ""Type of Mixing"", ""es"": ""Tipo de Mezcla""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,1,0,0,2018-06-18 20:02:17.0,2018-10-09 14:38:01.0
363,166,"{""en"": ""Type of Dance"", ""es"": ""Tipo de Baile""}",0,"{""en"": """", ""es"": """"}",0,0,10,0,0,0,1,0,2018-06-19 14:39:12.0,2018-06-19 14:40:23.0
364,166,"{""en"": ""Specialty"", ""es"": ""Especialidad""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-19 14:39:54.0,2018-06-19 14:41:00.0
365,167,"{""en"": ""Music Genre"", ""es"": ""Género Musical""}",0,"{""en"": """", ""es"": """"}",0,0,10,0,0,1,1,0,2018-06-19 14:44:49.0,2018-10-09 16:39:42.0
366,167,"{""en"": ""Instruments"", ""es"": ""Instrumentos""}",0,"{""en"": """", ""es"": """"}",0,0,10,0,0,2,1,0,2018-06-19 14:47:05.0,2018-10-09 16:39:42.0
367,168,"{""en"": ""Music Genre"", ""es"": ""Género Musical""}",0,"{""en"": """", ""es"": """"}",0,0,10,0,0,0,1,0,2018-06-19 14:49:19.0,2018-06-19 14:49:19.0
368,168,"{""en"": ""Instruments"", ""es"": ""Instrumentos""}",0,"{""en"": """", ""es"": """"}",0,0,10,0,0,0,1,0,2018-06-19 14:49:19.0,2018-06-19 14:49:19.0
369,169,"{""en"": ""Services"", ""es"": ""Servicios""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-19 14:53:52.0,2018-06-19 14:57:59.0
370,169,"{""en"": ""Sale Method"", ""es"": ""Forma de Venta""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-19 14:55:51.0,2018-06-19 14:58:29.0
371,169,"{""en"": ""Publishing Platform"", ""es"": ""Plataforma de Publicación""}",0,"{""en"": ""Mention the platforms in which you offer digital distribution. "", ""es"": ""Mencione las plataformas en las cuales ofrece publicaciones. ""}",0,0,10,0,0,0,1,0,2018-06-19 14:57:06.0,2018-06-19 14:59:23.0
372,170,"{""en"": ""Services"", ""es"": ""Servicios""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-19 15:07:26.0,2018-06-19 15:08:34.0
373,171,"{""en"": ""Experience with"", ""es"": ""Experiencia con""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-19 15:14:29.0,2018-06-19 15:14:48.0
374,171,"{""en"": ""Distinguished Artists"", ""es"": ""Artistas Destacados""}",0,"{""en"": ""Mention the distinguished artists or groups that you have managed. "", ""es"": ""Mencione los artistas o grupos destacados que ha manejado. ""}",0,0,5,0,0,0,0,0,2018-06-19 15:15:23.0,2018-06-19 15:15:53.0
375,172,"{""en"": ""Type of Events"", ""es"": ""Tipos de Eventos""}",0,"{""en"": ""Specify the types of events you organize."", ""es"": ""Especifica los tipos de eventos que organizas.""}",0,0,10,0,0,0,1,0,2018-06-19 15:19:14.0,2018-10-09 20:00:08.0
376,172,"{""en"": ""Number of Guests"", ""es"": ""Cantidad de Personas""}",0,"{""en"": ""Choose the approximate amount of guests that you tend to organize events for."", ""es"": ""Seleccione el número aproximado de personas para las cuales tiende a organizar eventos. ""}",0,0,2,0,0,0,0,0,2018-06-19 15:21:26.0,2018-10-09 19:57:52.0
377,173,"{""en"": ""Type of Events"", ""es"": ""Tipos de Eventos""}",0,"{""en"": ""Specify the types of events you assemble."", ""es"": ""Especifica los tipos de eventos que montas.""}",0,0,10,0,0,0,1,0,2018-06-19 15:23:11.0,2018-10-09 20:04:36.0
379,174,"{""en"": ""Specialties"", ""es"": ""Especialidades""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-19 15:34:09.0,2018-06-19 15:38:25.0
380,174,"{""en"": ""Station Frequency"", ""es"": ""Frecuencia de la Estación""}",0,"{""en"": """", ""es"": """"}",0,0,1,0,0,0,0,0,2018-06-19 15:37:12.0,2018-10-09 20:24:29.0
381,175,"{""en"": ""Specialties"", ""es"": ""Especialidades""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-19 15:48:02.0,2018-06-19 15:48:52.0
382,175,"{""en"": ""Station Frequency"", ""es"": ""Frecuencia de la Estación""}",0,"{""en"": """", ""es"": """"}",0,0,1,0,0,0,0,0,2018-06-19 15:48:15.0,2018-10-09 20:15:45.0
383,176,"{""en"": ""Specialties"", ""es"": ""Especialidades""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-19 15:52:18.0,2018-06-19 15:54:18.0
384,176,"{""en"": ""Station Frequency"", ""es"": ""Frecuencia de la Estación""}",0,"{""en"": """", ""es"": """"}",0,0,1,0,0,0,0,0,2018-06-19 15:54:41.0,2018-10-09 20:17:10.0
385,177,"{""en"": ""Specialties"", ""es"": ""Especialidades""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-19 15:59:56.0,2018-06-19 16:03:34.0
386,177,"{""en"": ""Type of Channel"", ""es"": ""Tipo de Canal""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-19 16:01:53.0,2018-06-19 16:04:45.0
387,177,"{""en"": ""Channel"", ""es"": ""Canal""}",0,"{""en"": """", ""es"": """"}",0,0,5,0,0,0,0,0,2018-06-19 16:02:09.0,2018-06-19 16:05:00.0
389,178,"{""en"": ""Type of Channel"", ""es"": ""Tipo de Canal""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-19 16:05:14.0,2018-06-19 16:05:14.0
390,178,"{""en"": ""Channel"", ""es"": ""Canal""}",0,"{""en"": """", ""es"": """"}",0,0,5,0,0,0,0,0,2018-06-19 16:05:15.0,2018-06-19 16:05:15.0
391,179,"{""en"": ""Type of Channel"", ""es"": ""Tipo de Canal""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-19 16:06:15.0,2018-06-19 16:06:15.0
392,179,"{""en"": ""Channel"", ""es"": ""Canal""}",0,"{""en"": """", ""es"": """"}",0,0,5,0,0,0,0,0,2018-06-19 16:06:16.0,2018-06-19 16:06:16.0
393,179,"{""en"": ""Specialties"", ""es"": ""Especialidades""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-19 16:07:34.0,2018-06-19 16:08:02.0
394,180,"{""en"": ""Equipment Available"", ""es"": ""Equipos Disponibles""}",0,"{""en"": ""Mention the equipment you offer. "", ""es"": ""Mencione el equipo de TV que ofrece.""}",0,0,10,0,0,0,1,0,2018-06-19 16:16:07.0,2018-10-10 19:32:56.0
395,181,"{""en"": ""Specialties"", ""es"": ""Especialidades""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-19 16:26:21.0,2018-06-19 16:26:57.0
396,182,"{""en"": ""Experience with"", ""es"": ""Experiencia con""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-19 16:33:08.0,2018-06-19 16:33:59.0
397,183,"{""en"": ""Experience with"", ""es"": ""Experiencia con""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-19 16:39:49.0,2018-06-19 16:40:47.0
398,183,"{""en"": ""Brand Collaborations"", ""es"": ""Colaboraciones con Marcas""}",0,"{""en"": """", ""es"": """"}",0,0,5,0,0,0,0,0,2018-06-19 16:40:10.0,2018-06-19 16:40:10.0
401,173,"{""en"": ""Equipment Offered"", ""es"": ""Equipos que Ofrece""}",0,"{""en"": """", ""es"": """"}",0,0,10,0,0,0,1,0,2018-06-19 16:47:24.0,2018-06-25 19:09:53.0
402,184,"{""en"": ""Type of Press"", ""es"": ""Tipo de Prensa""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,2,0,0,2018-06-19 16:50:14.0,2018-10-10 17:07:38.0
403,185,"{""en"": ""Launch Time"", ""es"": ""Tiempo de Lanzamiento""}",0,"{""en"": """", ""es"": """"}",0,0,2,0,0,1,0,0,2018-06-19 16:54:51.0,2018-10-10 16:45:12.0
404,185,"{""en"": ""Type of Press"", ""es"": ""Tipo de Prensa""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,2,0,0,2018-06-19 16:55:31.0,2018-10-10 16:49:56.0
405,186,"{""en"": ""Specialties"", ""es"": ""Especialidades""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-19 17:08:24.0,2018-06-19 17:11:06.0
406,186,"{""en"": ""Movie Genre"", ""es"": ""Género Cinematográfico""}",0,"{""en"": """", ""es"": """"}",0,0,10,0,0,0,1,0,2018-06-19 17:09:31.0,2018-06-19 17:12:09.0
407,186,"{""en"": ""Filmography"", ""es"": ""Filmografía""}",0,"{""en"": ""Mention the movies where you have worked."", ""es"": ""Mencione las películas en las que ha trabajado.""}",0,0,5,0,0,0,0,0,2018-06-19 17:09:58.0,2018-10-10 18:55:26.0
408,187,"{""en"": ""Specialties"", ""es"": ""Especialidades""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-19 17:12:24.0,2018-06-19 17:12:24.0
409,187,"{""en"": ""Movie Genre"", ""es"": ""Género Cinematográfico""}",0,"{""en"": """", ""es"": """"}",0,0,10,0,0,0,1,0,2018-06-19 17:12:24.0,2018-06-19 17:12:24.0
410,187,"{""en"": ""Filmography"", ""es"": ""Filmografía""}",0,"{""en"": ""Mention the movies where you have worked."", ""es"": ""Mencione las películas en las que ha trabajado.""}",0,0,5,0,0,0,0,0,2018-06-19 17:12:24.0,2018-10-10 19:04:55.0
411,188,"{""en"": ""Specialties"", ""es"": ""Especialidades""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-19 17:14:07.0,2018-06-19 17:14:07.0
412,188,"{""en"": ""Movie Genre"", ""es"": ""Género Cinematográfico""}",0,"{""en"": """", ""es"": """"}",0,0,10,0,0,0,1,0,2018-06-19 17:14:07.0,2018-06-19 17:14:07.0
413,188,"{""en"": ""Filmography"", ""es"": ""Filmografía""}",0,"{""en"": ""Mention the movies where you have worked."", ""es"": ""Mencione las películas en las que ha trabajado.""}",0,0,5,0,0,0,0,0,2018-06-19 17:14:07.0,2018-10-10 19:05:24.0
414,190,"{""en"": ""Equipment Available"", ""es"": ""Equipos Disponibles""}",0,"{""en"": ""Mention the equipment you offer. "", ""es"": ""Mencione el equipo de cine que ofrece.""}",0,0,10,0,0,0,1,0,2018-06-19 17:18:18.0,2018-10-10 19:17:25.0
415,189,"{""en"": ""Specialties"", ""es"": ""Especialidades""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-19 17:21:08.0,2018-06-19 17:21:42.0
416,192,"{""en"": ""Services"", ""es"": ""Servicios""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-19 17:40:56.0,2018-06-19 17:41:25.0
417,193,"{""en"": ""Sport Played"", ""es"": ""Deporte""}",0,"{""en"": """", ""es"": """"}",0,0,10,0,0,0,1,0,2018-06-19 18:17:55.0,2018-06-19 18:19:34.0
418,193,"{""en"": ""Number of Teammates"", ""es"": ""Cantidad de Personas""}",0,"{""en"": """", ""es"": """"}",0,0,5,0,0,0,0,0,2018-06-19 18:18:49.0,2018-06-19 18:18:49.0
419,194,"{""en"": ""Sport"", ""es"": ""Deporte""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-19 18:24:23.0,2018-06-19 18:25:58.0
421,195,"{""en"": ""Game(s)"", ""es"": ""Juego(s)""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-19 18:32:15.0,2018-06-19 18:32:49.0
422,196,"{""en"": ""Type of Poker"", ""es"": ""Tipo de Póker""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-19 18:36:55.0,2018-06-19 18:37:32.0
423,197,"{""en"": ""Types"", ""es"": ""Tipos""}",0,"{""en"": """", ""es"": """"}",0,0,3,0,0,0,0,0,2018-06-19 18:40:13.0,2018-06-19 18:40:47.0
424,198,"{""en"": ""Number of Trainers"", ""es"": ""Cantidad de Entrenadores""}",0,"{""en"": """", ""es"": """"}",0,0,5,0,0,2,0,0,2018-06-19 18:42:17.0,2018-10-11 16:32:28.0
